student_id,age_father,age_mother,edubg_father,edubg_mother,affiliation_father,affiliation_mother,family_income,is_only_child,live_on_campus,gathering_frequency_father,gathering_frequency_mother,family_traveling_times
25fb6694ea5ce113c29e51578ddf6024,39,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,200000-250000,No,No,once every day,once every day,12,
a802fc24d4540e23eac5f7f29615df16,36,38,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Unknown,Collective Enterprise,100000-150000,Yes,No,once every day,once every day,5,
1ccde430cc2ddd3453da09fa8b330a6c,36,35,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,150000-200000,Yes,No,once every day,once every day,7,
32fd4506ebc70ca34789f65c3ee87be6,41,37,Secondary School (Vocatioinal Route),Undergraduate (part-time),Collective Enterprise,Public Sector,100000-150000,Yes,No,once every day,once every day,4,
55504715f12fb3c81ffe2dc23bb898cb,39,38,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,15,
03f67b58f7c72ce64f610157b1b6719a,35,35,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Collective Enterprise,Sole Trader,300000 and above,No,Yes,once every day,once every day,10,
5adf1e3927133d63755453fd53b6a9de,46,48,Primary School,Secondary School (Vocatioinal Route),Unknown,Unknown,0-100000,No,Yes,once every six months,once every day,1,
0b66dc6aa19392764800eda7f688fd7e,47,45,Undergraduate (full-time),Undergraduate (full-time),Foreign-funded Enterprise,Foreign-funded Enterprise,150000-200000,Yes,No,once every day,once every day,2,
08f6226a7a89cd090fcc7c2c1ec3c8f0,45,43,Undergraduate (full-time),Undergraduate (full-time),Unknown,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,2,
418e4c43691204823d558dc678d8e03d,40,40,Primary School,Primary School,Unknown,Unknown,0-100000,Yes,No,once every day,once every day,1,
4487f4c06d7a078594d3358ae2664811,40,36,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Private Enterprise,Collective Enterprise,100000-150000,Yes,No,once every day,once every day,4,
eb831bdc863c398af22a86385d77287a,37,37,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,No,No,once every day,once every day,5,
d574571f444d1397b926d9359d163e87,35,35,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Unknown,Unknown,0-100000,No,Yes,once every day,once every day,1,
9c853ddf780128392d4ebc37e9c03c48,42,44,Primary School,Secondary School (Academic Route (Junior)),Public Sector,Sole Trader,100000-150000,No,No,once every day,once every day,4,
6fb62a541ddfb76388ad8e1a16e18ded,36,37,Undergraduate (full-time),Undergraduate (full-time),Unknown,Unknown,300000 and above,No,No,once every week,once every day,4,
174e25113fd976f45a2711f5102240a2,37,38,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Sole Trader,Unknown,0-100000,Yes,No,once every month,once every day,2,
c44431b69f66c5f3a5264d959cc0b53b,40,40,Secondary School (Academic Route (Junior)),Primary School,Private Enterprise,Public Sector,100000-150000,No,No,once every day,once every day,1,
c0505509dccea5e7c589f97d5cb81a19,40,37,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Sole Trader,Collective Enterprise,100000-150000,Yes,No,once every day,once every day,5,
035abd93733c487514da1e4c599552d4,41,40,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),State-owned Enterprise,Foreign-funded Enterprise,300000 and above,Yes,No,once every day,once every day,2,
f1122a257f7b2537798b00ba6e92a6ce,41,39,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Unknown,Unknown,100000-150000,Yes,No,once every day,once every day,5,
ad2d9b211d884aabdcbdcc9a4550e9eb,36,44,Secondary School (Academic Route (Senior)),Undergraduate (full-time),Unknown,Public Sector,100000-150000,Yes,No,once every day,once every day,4,
d5b8f9d31f34cec79fff1efb5a77a0f3,43,39,Secondary School (Vocatioinal Route),Undergraduate (part-time),Public Sector,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,6,
a97c71d7f9006352fdf6edbb09764a73,41,36,Undergraduate (part-time),Secondary School (Vocatioinal Route),Public Sector,Private Enterprise,100000-150000,Yes,No,once every day,once every day,2,
d9aa5c259d7357a153c49255d77e08b6,43,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Others,100000-150000,Yes,No,once every day,once every day,3,
7183491511db944a28f079ad2ab6794d,39,40,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),State-owned Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,11,
f8692fac2a908dca7cd33ab391b38690,39,36,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Unknown,Unknown,250000-300000,Yes,No,once every day,once every week,13,
e80813caffc807bfb5380c235c5fb951,40,38,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Unknown,Sole Trader,0-100000,Yes,No,once every day,once every day,1,
109959810ef19c6a3aca3826a7ceac91,47,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Others,Others,0-100000,Yes,No,once every day,once every day,2,
77aa6faa2b9fa6781eba7b5835b41f7c,39,38,Secondary School (Academic Route (Junior)),Primary School,Unknown,Unknown,0-100000,No,No,once every day,once every day,0,
d2ef6e2e18ac6fe1b44a3e5172cfb469,46,36,Higher National Diploma (part-time),Secondary School (Academic Route (Senior)),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,3,
7860ea8fcd04d7857f574526f5063e89,42,40,Undergraduate (part-time),Higher National Diploma (part-time),Public Sector,Private Enterprise,200000-250000,No,No,once every day,once every day,5,
b7352b1ea4f1e480bab2c7592b6776bc,40,37,Undergraduate (full-time),Higher National Diploma (part-time),State-owned Enterprise,Public Sector,150000-200000,Yes,No,once every day,once every day,16,
31cedc067f4040ee8151ad881d978e2e,43,42,Higher National Diploma (full-time),Undergraduate (full-time),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,9,
e5f6f942ceeaf58df8b59a8aae499095,37,35,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Collective Enterprise,0-100000,No,No,once every day,once every day,0,
969dd40e35c2895ce9cfa56b21f9fbd6,44,38,Postgraduate,Higher National Diploma (full-time),Unknown,Sole Trader,100000-150000,Yes,No,once every day,once every day,2,
ff32a9557da9888ad6247b7518f4f0de,39,37,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,3,
aa56eed3b5f5f04e88afb509cead6e01,46,43,Undergraduate (part-time),Postgraduate,Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,2,
9e4c25bdd3522c446b0adcbd2e3525ed,40,39,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,1,
9fec4d1c379ebf2ec6523bab5e4fa414,45,45,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Private Enterprise,0-100000,Yes,No,once every day,once every day,10,
597162e4e91a253b95505b136bb3691f,48,46,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Collective Enterprise,Collective Enterprise,0-100000,No,No,once every day,once every day,12,
d77b96a29db956798fa47c6fb3b953c6,40,40,Undergraduate (part-time),Undergraduate (part-time),Private Enterprise,Public Sector,300000 and above,Yes,No,once every day,once every day,3,
39f70b66e004f6b0146a5d522eae01eb,42,38,Higher National Diploma (part-time),Undergraduate (part-time),State-owned Enterprise,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,10,
c7df7f8f14bdba3fd73341f7756035db,40,39,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Sole Trader,Public Sector,150000-200000,No,No,once every day,once every day,3,
b53d96d850deaca270b66d15d2c84c08,45,39,Undergraduate (part-time),Higher National Diploma (part-time),Public Sector,Private Enterprise,0-100000,Yes,No,once every day,once every day,0,
d2ceca467d605eb1a81eb6ff354b5b78,44,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,1,
ec8351f86439f05e27b6995ad926ef9c,38,37,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,7,
01c3041789bb26b2f7dcc9cc268fc42e,42,39,Higher National Diploma (full-time),Higher National Diploma (full-time),Others,Private Enterprise,100000-150000,Yes,No,once every day,once every day,3,
fa7afe77aed98508969aac06bf05689c,45,42,Undergraduate (full-time),Undergraduate (full-time),Unknown,Public Sector,100000-150000,Yes,No,once every day,once every day,5,
464456eaaa80787c3ab59d1bad6f8dfc,36,36,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Private Enterprise,Sole Trader,150000-200000,Yes,No,once every day,once every day,1,
e71a13478e5e06e28206190224fa65cb,41,40,Undergraduate (part-time),Undergraduate (full-time),State-owned Enterprise,State-owned Enterprise,100000-150000,Yes,No,once every day,once every week,0,
145fde6eb94392ceb245f4be5ae0490c,41,37,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,4,
3fdea6f44239c28a51f6f7db21258bbf,40,36,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Unknown,Unknown,100000-150000,Yes,No,once every day,once every day,4,
8447770dce0d143aa9730d094c3af3f1,44,39,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),State-owned Enterprise,Private Enterprise,0-100000,Yes,No,once every week,once every week,4,
5cd2aa1661510679be818e80734db1b0,41,40,Higher National Diploma (part-time),Undergraduate (part-time),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,12,
efd4f8ee7998384e2e6b5fb33264b575,35,34,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Public Sector,Private Enterprise,0-100000,Yes,No,once every day,once every day,2,
abd9d0527dbe08c66d5e2009693f8fcd,41,39,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,100000-150000,No,Yes,once every day,once every day,7,
757833f6f5d00d5493da467e17bf9689,39,38,Secondary School (Academic Route (Junior)),Primary School,State-owned Enterprise,Sole Trader,0-100000,No,No,once every day,once every day,3,
6860b865496a262889ce1782f65f3e29,45,36,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Public Sector,Unknown,0-100000,Yes,Yes,once every day,once every day,1,
6fbc076d6ff279ff65d8f2bb21c535f8,48,38,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Others,Others,150000-200000,Yes,No,once every day,once every day,10,
c183d5e274d74df7b0c90d232eb91ca6,47,46,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,100000-150000,No,No,once every day,once every day,3,
96360281ffca49aa7d5869706886aa63,42,40,Primary School,Higher National Diploma (part-time),Unknown,Collective Enterprise,0-100000,Yes,No,once every day,once every day,3,
c6ab0ff8072a755cee473e8fbffb9356,41,40,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Collective Enterprise,Public Sector,150000-200000,Yes,No,once every day,once every day,6,
1daa33677e5e897d09db75c27d67b045,40,38,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Others,Others,0-100000,Yes,No,once every day,once every day,4,
c30229e3f24604c71c5a6209d1fbc958,39,39,Higher National Diploma (part-time),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,0-100000,No,No,once every day,once every day,1,
98058d94da7931b889a9fea66ae800bb,38,38,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Private Enterprise,Others,0-100000,Yes,No,once every day,once every day,5,
f2982c7ec1e2709dee2aaa0bf522cb68,44,40,Primary School,Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,1,
d89a9f577e91df3c664ba411c7924d7b,37,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every week,once every day,3,
6038208d8e8518933126253c48c62a24,40,42,Undergraduate (part-time),Undergraduate (part-time),Public Sector,Collective Enterprise,100000-150000,Yes,No,once every six months,once every day,2,
ae457b4813b12a7317b67f9c2751533c,48,45,Undergraduate (part-time),Undergraduate (part-time),Collective Enterprise,Public Sector,0-100000,Yes,No,once every day,once every day,1,
aac487131af0dfdc4452178133e75599,39,45,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Private Enterprise,Public Sector,100000-150000,Yes,No,once every day,once every day,3,
9d333e1a70b150e788648400f0e07995,42,38,Undergraduate (part-time),Undergraduate (part-time),Public Sector,Private Enterprise,0-100000,No,No,once every day,once every day,5,
b71f7a6ecd1881af67aae29823aca126,45,43,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,12,
58c46bde32180aad094987e98dd02a26,41,39,Undergraduate (full-time),Higher National Diploma (full-time),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,2,
11476280fae624a83835bc3389efe9da,59,55,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Public Sector,Unknown,0-100000,Yes,No,once every day,once every day,2,
0c170e3deb235961ce8d7b2e11fc97d3,42,39,Undergraduate (part-time),Higher National Diploma (full-time),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,3,
05804cc63bd7d75eb35e6d0bd055c2ad,45,39,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Unknown,Unknown,300000 and above,No,No,once every day,once every day,9,
ccf73768b216866f24e594e96b394301,33,32,Undergraduate (part-time),Secondary School (Academic Route (Senior)),Public Sector,Collective Enterprise,100000-150000,Yes,No,once every day,once every day,19,
4ae0e8b985d49e51e3644a8ee4e3a47d,36,37,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,7,
f722cb02e4f22d591d0c2b7e3aa38d2b,40,39,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Public Sector,Collective Enterprise,0-100000,No,No,once every week,once every day,2,
f81d9f2fe8400e756f1af8c26c125ddb,37,37,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Private Enterprise,Public Sector,0-100000,Yes,No,once every day,once every day,1,
d5fb62b71c35ac530db041479eca656e,42,40,Higher National Diploma (part-time),Secondary School (Vocatioinal Route),Unknown,Private Enterprise,0-100000,Yes,No,once every day,once every day,5,
